MATCH_ID,Batter,Dismissal,Runs,Balls,Minutes,4s,6s,SR
"60th Match (N), Eden Gardens, May 11",Venkatesh Iyer,out,42,21,41,6,2,200.00
"60th Match (N), Eden Gardens, May 11",Shreyas Iyer (c),out,7,10,18,1,0,70.00
"60th Match (N), Eden Gardens, May 11",Nitish Rana,out,33,23,41,4,1,143.47
"60th Match (N), Eden Gardens, May 11",Andre Russell,out,24,14,26,2,2,171.42
"60th Match (N), Eden Gardens, May 11",Rinku Singh,out,20,12,18,0,2,166.66
"60th Match (N), Eden Gardens, May 11",Ramandeep Singh,not out,17,8,17,1,1,212.50
"60th Match (N), Eden Gardens, May 11",Mitchell Starc,not out,2,2,2,0,0,100.00
"60th Match (N), Eden Gardens, May 11",Ishan Kishan †,out,40,22,35,5,2,181.81
"60th Match (N), Eden Gardens, May 11",Rohit Sharma,out,19,24,39,1,1,79.16
"60th Match (N), Eden Gardens, May 11",Suryakumar Yadav,out,11,14,17,1,0,78.57
"60th Match (N), Eden Gardens, May 11",Tilak Varma,out,32,17,38,5,1,188.23
"60th Match (N), Eden Gardens, May 11",Hardik Pandya (c),out,2,4,3,0,0,50.00
"60th Match (N), Eden Gardens, May 11",Tim David,out,0,3,3,0,0,0.00
"60th Match (N), Eden Gardens, May 11",Nehal Wadhera,out,3,3,10,0,0,100.00
"60th Match (N), Eden Gardens, May 11",Naman Dhir,out,17,6,6,1,2,283.33
"60th Match (N), Eden Gardens, May 11",Anshul Kamboj,not out,2,2,4,0,0,100.00
"60th Match (N), Eden Gardens, May 11",Piyush Chawla,not out,1,2,2,0,0,50.00
"61st Match (D/N), Chennai, May 12",Yashasvi Jaiswal,out,24,21,29,3,1,114.28
"61st Match (D/N), Chennai, May 12",Jos Buttler,out,21,25,38,2,0,84.00
"61st Match (D/N), Chennai, May 12",Sanju Samson (c)†,out,15,19,34,0,0,78.94
"61st Match (D/N), Chennai, May 12",Riyan Parag,not out,47,35,55,1,3,134.28
"61st Match (D/N), Chennai, May 12",Dhruv Jurel,out,28,18,24,1,2,155.55
"61st Match (D/N), Chennai, May 12",Shubham Dubey,out,0,1,1,0,0,0.00
"61st Match (D/N), Chennai, May 12",Ravichandran Ashwin,not out,1,1,3,0,0,100.00
"61st Match (D/N), Chennai, May 12",Rachin Ravindra,out,27,18,17,1,2,150.00
"61st Match (D/N), Chennai, May 12",Ruturaj Gaikwad (c),not out,42,41,90,1,2,102.43
"61st Match (D/N), Chennai, May 12",Daryl Mitchell,out,22,13,18,4,0,169.23
"61st Match (D/N), Chennai, May 12",Moeen Ali,out,10,13,17,0,0,76.92
"61st Match (D/N), Chennai, May 12",Shivam Dube,out,18,11,9,2,1,163.63
"61st Match (D/N), Chennai, May 12",Ravindra Jadeja,out,5,6,9,0,0,83.33
"61st Match (D/N), Chennai, May 12",Sameer Rizvi,not out,15,8,11,3,0,187.50
"62nd Match (N), Bengaluru, May 12",Virat Kohli,out,27,13,20,1,3,207.69
"62nd Match (N), Bengaluru, May 12",Faf du Plessis (c),out,6,7,12,1,0,85.71
"62nd Match (N), Bengaluru, May 12",Will Jacks,out,41,29,50,3,2,141.37
"62nd Match (N), Bengaluru, May 12",Rajat Patidar,out,52,32,35,3,3,162.50
"62nd Match (N), Bengaluru, May 12",Cameron Green,not out,32,24,39,1,2,133.33
"62nd Match (N), Bengaluru, May 12",Mahipal Lomror,out,13,8,14,0,1,162.50
"62nd Match (N), Bengaluru, May 12",Dinesh Karthik †,out,0,2,1,0,0,0.00
"62nd Match (N), Bengaluru, May 12",Swapnil Singh,out,0,1,3,0,0,0.00
"62nd Match (N), Bengaluru, May 12",Karn Sharma,out,6,4,7,1,0,150.00
"62nd Match (N), Bengaluru, May 12",Mohammed Siraj,out,0,0,3,0,0,-
"62nd Match (N), Bengaluru, May 12",David Warner,out,1,2,3,0,0,50.00
"62nd Match (N), Bengaluru, May 12",Jake Fraser-McGurk,out,21,8,14,2,2,262.50
"62nd Match (N), Bengaluru, May 12",Abishek Porel †,out,2,3,8,0,0,66.66
"62nd Match (N), Bengaluru, May 12",Shai Hope,out,29,23,35,4,0,126.08
"62nd Match (N), Bengaluru, May 12",Kumar Kushagra,out,2,3,5,0,0,66.66
"62nd Match (N), Bengaluru, May 12",Axar Patel (c),out,57,39,55,5,3,146.15
"62nd Match (N), Bengaluru, May 12",Tristan Stubbs,out,3,4,6,0,0,75.00
"62nd Match (N), Bengaluru, May 12",Rasikh Salam,out,10,12,16,1,0,83.33
"62nd Match (N), Bengaluru, May 12",Kuldeep Yadav,out,6,10,21,0,0,60.00
"62nd Match (N), Bengaluru, May 12",Mukesh Kumar,out,3,7,10,0,0,42.85
"62nd Match (N), Bengaluru, May 12",Ishant Sharma,not out,0,4,7,0,0,0.00
"64th Match (N), Delhi, May 14",Jake Fraser-McGurk,out,0,2,3,0,0,0.00
"64th Match (N), Delhi, May 14",Abishek Porel,out,58,33,58,5,4,175.75
"64th Match (N), Delhi, May 14",Shai Hope,out,38,27,43,3,2,140.74
"64th Match (N), Delhi, May 14",Rishabh Pant (c)†,out,33,23,39,5,0,143.47
"64th Match (N), Delhi, May 14",Tristan Stubbs,not out,57,25,47,3,4,228.00
"64th Match (N), Delhi, May 14",Axar Patel,not out,14,10,21,2,0,140.00
"64th Match (N), Delhi, May 14",Quinton de Kock †,out,12,8,16,2,0,150.00
"64th Match (N), Delhi, May 14",KL Rahul (c),out,5,3,4,1,0,166.66
"64th Match (N), Delhi, May 14",Marcus Stoinis,out,5,7,13,1,0,71.42
"64th Match (N), Delhi, May 14",Deepak Hooda,out,0,2,8,0,0,0.00
"64th Match (N), Delhi, May 14",Nicholas Pooran,out,61,27,36,6,4,225.92
"64th Match (N), Delhi, May 14",Ayush Badoni,out,6,9,15,0,0,66.66
"64th Match (N), Delhi, May 14",Krunal Pandya,out,18,18,29,2,0,100.00
"64th Match (N), Delhi, May 14",Arshad Khan,not out,58,33,43,3,5,175.75
"64th Match (N), Delhi, May 14",Yudhvir Singh,out,14,7,11,1,1,200.00
"64th Match (N), Delhi, May 14",Ravi Bishnoi,out,2,2,9,0,0,100.00
"64th Match (N), Delhi, May 14",Naveen-ul-Haq,not out,2,4,7,0,0,50.00
"65th Match (N), Guwahati, May 15",Yashasvi Jaiswal,out,4,4,3,1,0,100.00
"65th Match (N), Guwahati, May 15",Tom Kohler-Cadmore,out,18,23,39,2,1,78.26
"65th Match (N), Guwahati, May 15",Sanju Samson (c)†,out,18,15,30,3,0,120.00
"65th Match (N), Guwahati, May 15",Riyan Parag,out,48,34,67,6,0,141.17
"65th Match (N), Guwahati, May 15",Ravichandran Ashwin,out,28,19,25,3,1,147.36
"65th Match (N), Guwahati, May 15",Dhruv Jurel,out,0,1,3,0,0,0.00
"65th Match (N), Guwahati, May 15",Rovman Powell,out,4,5,3,1,0,80.00
"65th Match (N), Guwahati, May 15",Donovan Ferreira,out,7,8,14,0,0,87.50
"65th Match (N), Guwahati, May 15",Trent Boult,out,12,9,20,2,0,133.33
"65th Match (N), Guwahati, May 15",Avesh Khan,not out,3,2,8,0,0,150.00
"65th Match (N), Guwahati, May 15",Prabhsimran Singh,out,6,4,3,1,0,150.00
"65th Match (N), Guwahati, May 15",Jonny Bairstow †,out,14,22,41,1,0,63.63
"65th Match (N), Guwahati, May 15",Rilee Rossouw,out,22,13,18,5,0,169.23
"65th Match (N), Guwahati, May 15",Shashank Singh,out,0,2,2,0,0,0.00
"65th Match (N), Guwahati, May 15",Sam Curran (c),not out,63,41,62,5,3,153.65
"65th Match (N), Guwahati, May 15",Jitesh Sharma,out,22,20,31,0,2,110.00
"65th Match (N), Guwahati, May 15",Ashutosh Sharma,not out,17,11,16,1,1,154.54
"67th Match (N), Wankhede, May 17",KL Rahul (c)†,out,55,41,99,3,3,134.14
"67th Match (N), Wankhede, May 17",Devdutt Padikkal,out,0,1,4,0,0,0.00
"67th Match (N), Wankhede, May 17",Marcus Stoinis,out,28,22,32,5,0,127.27
"67th Match (N), Wankhede, May 17",Deepak Hooda,out,11,9,12,1,0,122.22
"67th Match (N), Wankhede, May 17",Nicholas Pooran,out,75,29,44,5,8,258.62
"67th Match (N), Wankhede, May 17",Arshad Khan,out,0,1,1,0,0,0.00
"67th Match (N), Wankhede, May 17",Ayush Badoni,not out,22,10,15,1,2,220.00
"67th Match (N), Wankhede, May 17",Krunal Pandya,not out,12,7,13,1,1,171.42
"67th Match (N), Wankhede, May 17",Rohit Sharma,out,68,38,52,10,3,178.94
"67th Match (N), Wankhede, May 17",Dewald Brevis,out,23,20,41,1,2,115.00
"67th Match (N), Wankhede, May 17",Suryakumar Yadav,out,0,3,3,0,0,0.00
"67th Match (N), Wankhede, May 17",Ishan Kishan †,out,14,15,50,1,0,93.33
"67th Match (N), Wankhede, May 17",Hardik Pandya (c),out,16,13,10,1,1,123.07
"67th Match (N), Wankhede, May 17",Nehal Wadhera,out,1,3,3,0,0,33.33
"67th Match (N), Wankhede, May 17",Naman Dhir,not out,62,28,31,4,5,221.42
"67th Match (N), Wankhede, May 17",Romario Shepherd,not out,1,1,2,0,0,100.00
"68th Match (N), Bengaluru, May 18",Virat Kohli,out,47,29,39,3,4,162.06
"68th Match (N), Bengaluru, May 18",Faf du Plessis (c),out,54,39,54,3,3,138.46
"68th Match (N), Bengaluru, May 18",Rajat Patidar,out,41,23,45,2,4,178.26
"68th Match (N), Bengaluru, May 18",Cameron Green,not out,38,17,45,3,3,223.52
"68th Match (N), Bengaluru, May 18",Dinesh Karthik †,out,14,6,8,1,1,233.33
"68th Match (N), Bengaluru, May 18",Glenn Maxwell,out,16,5,5,2,1,320.00
"68th Match (N), Bengaluru, May 18",Mahipal Lomror,not out,0,1,1,0,0,0.00
"68th Match (N), Bengaluru, May 18",Ruturaj Gaikwad (c),out,0,1,1,0,0,0.00
"68th Match (N), Bengaluru, May 18",Rachin Ravindra,out,61,37,63,5,3,164.86
"68th Match (N), Bengaluru, May 18",Daryl Mitchell,out,4,6,11,0,0,66.66
"68th Match (N), Bengaluru, May 18",Ajinkya Rahane,out,33,22,32,3,1,150.00
"68th Match (N), Bengaluru, May 18",Shivam Dube,out,7,15,20,0,0,46.66
"68th Match (N), Bengaluru, May 18",Ravindra Jadeja,not out,42,22,42,3,3,190.90
"68th Match (N), Bengaluru, May 18",Mitchell Santner,out,3,4,7,0,0,75.00
"68th Match (N), Bengaluru, May 18",MS Dhoni †,out,25,13,25,3,1,192.30
"68th Match (N), Bengaluru, May 18",Shardul Thakur,not out,1,2,3,0,0,50.00
"69th Match (D/N), Hyderabad, May 19",Atharva Taide,out,46,27,39,5,2,170.37
"69th Match (D/N), Hyderabad, May 19",Prabhsimran Singh,out,71,45,67,7,4,157.77
"69th Match (D/N), Hyderabad, May 19",Rilee Rossouw,out,49,24,42,3,4,204.16
"69th Match (D/N), Hyderabad, May 19",Shashank Singh,out,2,4,8,0,0,50.00
"69th Match (D/N), Hyderabad, May 19",Jitesh Sharma (c)†,not out,32,15,21,2,2,213.33
"69th Match (D/N), Hyderabad, May 19",Ashutosh Sharma,out,2,3,5,0,0,66.66
"69th Match (D/N), Hyderabad, May 19",Shivam Singh,not out,2,3,9,0,0,66.66
"69th Match (D/N), Hyderabad, May 19",Travis Head,out,0,1,1,0,0,0.00
"69th Match (D/N), Hyderabad, May 19",Abhishek Sharma,out,66,28,55,5,6,235.71
"69th Match (D/N), Hyderabad, May 19",Rahul Tripathi,out,33,18,30,4,2,183.33
"69th Match (D/N), Hyderabad, May 19",Nitish Kumar Reddy,out,37,25,37,1,3,148.00
"69th Match (D/N), Hyderabad, May 19",Heinrich Klaasen †,out,42,26,39,3,2,161.53
"69th Match (D/N), Hyderabad, May 19",Shahbaz Ahmed,out,3,6,16,0,0,50.00
"69th Match (D/N), Hyderabad, May 19",Abdul Samad,not out,11,8,11,0,1,137.50
"69th Match (D/N), Hyderabad, May 19",Sanvir Singh,not out,6,4,3,1,0,150.00
"Qualifier 1 (N), Ahmedabad, May 21",Travis Head,out,0,2,1,0,0,0.00
"Qualifier 1 (N), Ahmedabad, May 21",Abhishek Sharma,out,3,4,11,0,0,75.00
"Qualifier 1 (N), Ahmedabad, May 21",Rahul Tripathi,out,55,35,63,7,1,157.14
"Qualifier 1 (N), Ahmedabad, May 21",Nitish Kumar Reddy,out,9,10,16,1,0,90.00
"Qualifier 1 (N), Ahmedabad, May 21",Shahbaz Ahmed,out,0,1,1,0,0,0.00
"Qualifier 1 (N), Ahmedabad, May 21",Heinrich Klaasen †,out,32,21,26,3,1,152.38
"Qualifier 1 (N), Ahmedabad, May 21",Abdul Samad,out,16,12,16,0,2,133.33
"Qualifier 1 (N), Ahmedabad, May 21",Sanvir Singh,out,0,1,1,0,0,0.00
"Qualifier 1 (N), Ahmedabad, May 21",Pat Cummins (c),out,30,24,29,2,2,125.00
"Qualifier 1 (N), Ahmedabad, May 21",Bhuvneshwar Kumar,out,0,4,6,0,0,0.00
"Qualifier 1 (N), Ahmedabad, May 21",Vijayakanth Viyaskanth,not out,7,5,16,0,0,140.00
"Qualifier 1 (N), Ahmedabad, May 21",Rahmanullah Gurbaz †,out,23,14,19,2,2,164.28
"Qualifier 1 (N), Ahmedabad, May 21",Sunil Narine,out,21,16,36,4,0,131.25
"Qualifier 1 (N), Ahmedabad, May 21",Venkatesh Iyer,not out,51,28,48,5,4,182.14
"Qualifier 1 (N), Ahmedabad, May 21",Shreyas Iyer (c),not out,58,24,31,5,4,241.66
"Eliminator (N), Ahmedabad, May 22",Virat Kohli,out,33,24,34,3,1,137.50
"Eliminator (N), Ahmedabad, May 22",Faf du Plessis (c),out,17,14,22,2,1,121.42
"Eliminator (N), Ahmedabad, May 22",Cameron Green,out,27,21,33,2,1,128.57
"Eliminator (N), Ahmedabad, May 22",Rajat Patidar,out,34,22,32,2,2,154.54
"Eliminator (N), Ahmedabad, May 22",Glenn Maxwell,out,0,1,1,0,0,0.00
"Eliminator (N), Ahmedabad, May 22",Mahipal Lomror,out,32,17,46,2,2,188.23
"Eliminator (N), Ahmedabad, May 22",Dinesh Karthik †,out,11,13,23,1,0,84.61
"Eliminator (N), Ahmedabad, May 22",Swapnil Singh,not out,9,4,9,0,1,225.00
"Eliminator (N), Ahmedabad, May 22",Karn Sharma,out,5,4,6,1,0,125.00
"Eliminator (N), Ahmedabad, May 22",Yashasvi Jaiswal,out,45,30,45,8,0,150.00
"Eliminator (N), Ahmedabad, May 22",Tom Kohler-Cadmore,out,20,15,26,4,0,133.33
"Eliminator (N), Ahmedabad, May 22",Sanju Samson (c)†,out,17,13,23,0,1,130.76
"Eliminator (N), Ahmedabad, May 22",Riyan Parag,out,36,26,48,2,2,138.46
"Eliminator (N), Ahmedabad, May 22",Dhruv Jurel,out,8,8,19,1,0,100.00
"Eliminator (N), Ahmedabad, May 22",Shimron Hetmyer,out,26,14,28,3,1,185.71
"Eliminator (N), Ahmedabad, May 22",Rovman Powell,not out,16,8,8,2,1,200.00
"Eliminator (N), Ahmedabad, May 22",Ravichandran Ashwin,not out,0,0,3,0,0,-
"Qualifier 2 (N), Chennai, May 24",Travis Head,out,34,28,42,3,1,121.42
"Qualifier 2 (N), Chennai, May 24",Abhishek Sharma,out,12,5,4,1,1,240.00
"Qualifier 2 (N), Chennai, May 24",Rahul Tripathi,out,37,15,14,5,2,246.66
"Qualifier 2 (N), Chennai, May 24",Aiden Markram,out,1,2,1,0,0,50.00
"Qualifier 2 (N), Chennai, May 24",Heinrich Klaasen †,out,50,34,64,0,4,147.05
"Qualifier 2 (N), Chennai, May 24",Nitish Kumar Reddy,out,5,10,17,0,0,50.00
"Qualifier 2 (N), Chennai, May 24",Abdul Samad,out,0,1,1,0,0,0.00
"Qualifier 2 (N), Chennai, May 24",Shahbaz Ahmed,out,18,18,32,0,1,100.00
"Qualifier 2 (N), Chennai, May 24",Pat Cummins (c),not out,5,5,11,1,0,100.00
"Qualifier 2 (N), Chennai, May 24",Jaydev Unadkat,out,5,2,4,1,0,250.00
"Qualifier 2 (N), Chennai, May 24",Yashasvi Jaiswal,out,42,21,39,4,3,200.00
"Qualifier 2 (N), Chennai, May 24",Tom Kohler-Cadmore,out,10,16,20,1,0,62.50
"Qualifier 2 (N), Chennai, May 24",Sanju Samson (c)†,out,10,11,22,1,0,90.90
"Qualifier 2 (N), Chennai, May 24",Riyan Parag,out,6,10,12,0,0,60.00
"Qualifier 2 (N), Chennai, May 24",Dhruv Jurel,not out,56,35,52,7,2,160.00
"Qualifier 2 (N), Chennai, May 24",Ravichandran Ashwin,out,0,3,2,0,0,0.00
"Qualifier 2 (N), Chennai, May 24",Shimron Hetmyer,out,4,10,8,0,0,40.00
"Qualifier 2 (N), Chennai, May 24",Rovman Powell,out,6,12,17,0,0,50.00
"Qualifier 2 (N), Chennai, May 24",Trent Boult,not out,0,3,11,0,0,0.00
"Final (N), Chennai, May 26",Abhishek Sharma,out,2,5,3,0,0,40.00
"Final (N), Chennai, May 26",Travis Head,out,0,1,11,0,0,0.00
"Final (N), Chennai, May 26",Rahul Tripathi,out,9,13,21,1,0,69.23
"Final (N), Chennai, May 26",Aiden Markram,out,20,23,41,3,0,86.95
"Final (N), Chennai, May 26",Nitish Kumar Reddy,out,13,10,14,1,1,130.00
"Final (N), Chennai, May 26",Heinrich Klaasen †,out,16,17,32,1,0,94.11
"Final (N), Chennai, May 26",Shahbaz Ahmed,out,8,7,5,0,1,114.28
"Final (N), Chennai, May 26",Abdul Samad,out,4,4,3,0,0,100.00
"Final (N), Chennai, May 26",Pat Cummins (c),out,24,19,28,2,1,126.31
"Final (N), Chennai, May 26",Jaydev Unadkat,out,4,11,16,0,0,36.36
"Final (N), Chennai, May 26",Bhuvneshwar Kumar,not out,0,1,3,0,0,0.00
"Final (N), Chennai, May 26",Rahmanullah Gurbaz †,out,39,32,46,5,2,121.87
"Final (N), Chennai, May 26",Sunil Narine,out,6,2,6,0,1,300.00
"Final (N), Chennai, May 26",Venkatesh Iyer,not out,52,26,46,4,3,200.00
"Final (N), Chennai, May 26",Shreyas Iyer (c),not out,6,3,6,1,0,200.00
